Customer_Id,Industry,Financial_Needs,Preferences,Revenue (in dollars),No of Employees
ORG_US_1058,Finance,Payment Processing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1059,Finance,Business Loans,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1060,Retail,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1061,Education,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1062,Real Estate,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1063,Manufacturing,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_1064,Healthcare,Business Loans,Digital Payments,10M-50M,500-1000
ORG_US_1065,Real Estate,Investment Funds,Cloud Services,50M-100M,100-500
ORG_US_1066,Finance,Supply Chain Financing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1067,Real Estate,Payment Processing,Employee Benefits,50M-100M,1000-5000
ORG_US_1068,Manufacturing,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1069,Manufacturing,Business Loans,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1070,Manufacturing,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1071,Education,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1072,Education,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_1073,Healthcare,Business Loans,Ethical Sourcing,10M-50M,500-1000
ORG_US_1074,Healthcare,Investment Funds,Cloud Services,500M-1B,500-1000
ORG_US_1075,Finance,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1076,Finance,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_1077,Real Estate,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_1078,Healthcare,Investment Funds,Cloud Services,100M-500M,1000-5000
ORG_US_1079,Manufacturing,Supply Chain Financing,Employee Benefits,10M-50M,100-500
ORG_US_1080,Manufacturing,Supply Chain Financing,Employee Benefits,100M-500M,1000-5000
ORG_US_1081,Finance,Payment Processing,Cloud Services,10M-50M,100-500
ORG_US_1082,Real Estate,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_1083,Manufacturing,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_1084,Education,Payment Processing,Cloud Services,10M-50M,500-1000
ORG_US_1085,Healthcare,Payment Processing,Ethical Sourcing,50M-100M,100-500
ORG_US_1086,IT Services,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1087,Real Estate,Payment Processing,Ethical Sourcing,10M-50M,100-500
ORG_US_1088,Retail,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1089,IT Services,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1090,Healthcare,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1091,IT Services,Business Loans,Ethical Sourcing,50M-100M,500-1000
ORG_US_1092,Manufacturing,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1093,Real Estate,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_1094,Real Estate,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1095,Manufacturing,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1096,Retail,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1097,Real Estate,Supply Chain Financing,Digital Payments,10M-50M,100-500
ORG_US_1098,Education,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1099,Retail,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_1100,Education,Supply Chain Financing,Cloud Services,500M-1B,500-1000
ORG_US_1101,Finance,Supply Chain Financing,Digital Payments,500M-1B,100-500
ORG_US_1102,IT Services,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1103,Retail,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1104,Education,Supply Chain Financing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1105,IT Services,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_1106,IT Services,Payment Processing,Cloud Services,10M-50M,100-500
ORG_US_1107,Real Estate,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_1108,Education,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1109,Retail,Business Loans,Digital Payments,100M-500M,500-1000
ORG_US_1110,Finance,Investment Funds,Digital Payments,10M-50M,100-500
ORG_US_1111,Retail,Payment Processing,Employee Benefits,10M-50M,500-1000
ORG_US_1112,Retail,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1113,Healthcare,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1114,Real Estate,Supply Chain Financing,Cloud Services,500M-1B,1000-5000
ORG_US_1115,Retail,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1116,Real Estate,Investment Funds,Ethical Sourcing,50M-100M,100-500
ORG_US_1117,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1118,IT Services,Business Loans,Employee Benefits,500M-1B,100-500
ORG_US_1119,Finance,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_1120,Real Estate,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1121,Education,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1122,Healthcare,Supply Chain Financing,Cloud Services,50M-100M,500-1000
ORG_US_1123,Real Estate,Payment Processing,Cloud Services,10M-50M,500-1000
ORG_US_1124,Real Estate,Investment Funds,Digital Payments,100M-500M,1000-5000
ORG_US_1125,Manufacturing,Payment Processing,Cloud Services,50M-100M,1000-5000
ORG_US_1126,Manufacturing,Investment Funds,Digital Payments,500M-1B,500-1000
ORG_US_1127,IT Services,Business Loans,Employee Benefits,500M-1B,500-1000
ORG_US_1128,Real Estate,Investment Funds,Cloud Services,10M-50M,1000-5000
ORG_US_1129,Retail,Supply Chain Financing,Employee Benefits,100M-500M,1000-5000
ORG_US_1130,Manufacturing,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_1131,IT Services,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1132,Retail,Supply Chain Financing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1133,Manufacturing,Supply Chain Financing,Cloud Services,10M-50M,100-500
ORG_US_1134,Finance,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1135,Real Estate,Payment Processing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1136,Real Estate,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1137,Finance,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1138,Healthcare,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1139,Retail,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1140,Real Estate,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1141,Finance,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1142,Finance,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1143,Finance,Supply Chain Financing,Employee Benefits,50M-100M,500-1000
ORG_US_1144,IT Services,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1145,IT Services,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_1146,Education,Investment Funds,Ethical Sourcing,50M-100M,500-1000
ORG_US_1147,Healthcare,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_1148,Real Estate,Supply Chain Financing,Digital Payments,500M-1B,100-500
ORG_US_1149,Healthcare,Payment Processing,Ethical Sourcing,50M-100M,100-500
ORG_US_1150,Finance,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_1151,Retail,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1152,Healthcare,Business Loans,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1153,IT Services,Supply Chain Financing,Cloud Services,500M-1B,1000-5000
ORG_US_1154,Retail,Payment Processing,Employee Benefits,50M-100M,100-500
ORG_US_1155,Retail,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1156,Real Estate,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_1157,Education,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1158,Real Estate,Supply Chain Financing,Digital Payments,50M-100M,500-1000
ORG_US_1159,IT Services,Supply Chain Financing,Cloud Services,10M-50M,100-500
ORG_US_1160,Retail,Payment Processing,Employee Benefits,500M-1B,1000-5000
ORG_US_1161,Manufacturing,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1162,Manufacturing,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1163,Manufacturing,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1164,Finance,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_1165,Education,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1166,Retail,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1167,IT Services,Investment Funds,Ethical Sourcing,500M-1B,500-1000
ORG_US_1168,Retail,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1169,Healthcare,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_1170,Finance,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1171,Finance,Payment Processing,Digital Payments,500M-1B,500-1000
ORG_US_1172,Retail,Supply Chain Financing,Employee Benefits,50M-100M,100-500
ORG_US_1173,IT Services,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_1174,Healthcare,Business Loans,Ethical Sourcing,10M-50M,500-1000
ORG_US_1175,IT Services,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_1176,Finance,Payment Processing,Cloud Services,500M-1B,100-500
ORG_US_1177,IT Services,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_1178,Healthcare,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_1179,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1180,Real Estate,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1181,Retail,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1182,Education,Supply Chain Financing,Digital Payments,500M-1B,100-500
ORG_US_1183,Real Estate,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_1184,Retail,Business Loans,Cloud Services,100M-500M,500-1000
ORG_US_1185,Finance,Payment Processing,Cloud Services,500M-1B,100-500
ORG_US_1186,IT Services,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1187,Retail,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1188,Education,Payment Processing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1189,Real Estate,Payment Processing,Employee Benefits,100M-500M,500-1000
ORG_US_1190,Finance,Payment Processing,Digital Payments,500M-1B,500-1000
ORG_US_1191,Retail,Investment Funds,Employee Benefits,500M-1B,100-500
ORG_US_1192,Education,Payment Processing,Employee Benefits,50M-100M,500-1000
ORG_US_1193,Manufacturing,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_1194,Finance,Business Loans,Cloud Services,10M-50M,100-500
ORG_US_1195,Retail,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_1196,IT Services,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_1197,Education,Investment Funds,Digital Payments,50M-100M,500-1000
ORG_US_1198,Real Estate,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_1199,Real Estate,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_1200,Healthcare,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_1201,Finance,Supply Chain Financing,Digital Payments,500M-1B,1000-5000
ORG_US_1202,Finance,Business Loans,Cloud Services,50M-100M,500-1000
ORG_US_1203,Real Estate,Business Loans,Cloud Services,50M-100M,100-500
ORG_US_1204,Healthcare,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1205,Manufacturing,Supply Chain Financing,Digital Payments,50M-100M,100-500
ORG_US_1206,Healthcare,Supply Chain Financing,Digital Payments,50M-100M,500-1000
ORG_US_1207,Retail,Investment Funds,Cloud Services,50M-100M,500-1000
ORG_US_1208,Real Estate,Supply Chain Financing,Employee Benefits,10M-50M,100-500
ORG_US_1209,Finance,Business Loans,Cloud Services,500M-1B,500-1000
ORG_US_1210,Finance,Payment Processing,Ethical Sourcing,10M-50M,100-500
ORG_US_1211,Real Estate,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1212,IT Services,Supply Chain Financing,Ethical Sourcing,50M-100M,100-500
ORG_US_1213,Retail,Supply Chain Financing,Cloud Services,10M-50M,500-1000
ORG_US_1214,Retail,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_1215,Manufacturing,Investment Funds,Employee Benefits,50M-100M,100-500
ORG_US_1216,IT Services,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1217,Retail,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1218,IT Services,Investment Funds,Employee Benefits,10M-50M,1000-5000
ORG_US_1219,Manufacturing,Investment Funds,Employee Benefits,100M-500M,500-1000
ORG_US_1220,Real Estate,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_1221,Real Estate,Payment Processing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1222,Retail,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1223,IT Services,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1224,IT Services,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1225,Finance,Payment Processing,Cloud Services,100M-500M,1000-5000
ORG_US_1226,Retail,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1227,IT Services,Investment Funds,Ethical Sourcing,50M-100M,100-500
ORG_US_1228,Education,Investment Funds,Ethical Sourcing,50M-100M,100-500
ORG_US_1229,Education,Business Loans,Digital Payments,100M-500M,500-1000
ORG_US_1230,Education,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1231,Finance,Payment Processing,Digital Payments,100M-500M,100-500
ORG_US_1232,Retail,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_1233,Retail,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_1234,IT Services,Payment Processing,Digital Payments,50M-100M,100-500
ORG_US_1235,Manufacturing,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_1236,Retail,Supply Chain Financing,Digital Payments,50M-100M,500-1000
ORG_US_1237,Real Estate,Supply Chain Financing,Cloud Services,10M-50M,1000-5000
ORG_US_1238,Retail,Supply Chain Financing,Employee Benefits,50M-100M,100-500
ORG_US_1239,Finance,Investment Funds,Cloud Services,10M-50M,500-1000
ORG_US_1240,Education,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_1241,Finance,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1242,Education,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1243,Healthcare,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1244,Real Estate,Investment Funds,Digital Payments,500M-1B,1000-5000
ORG_US_1245,Healthcare,Payment Processing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1246,Manufacturing,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1247,Education,Supply Chain Financing,Ethical Sourcing,500M-1B,100-500
ORG_US_1248,IT Services,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1249,Real Estate,Payment Processing,Employee Benefits,500M-1B,1000-5000
ORG_US_1250,Finance,Supply Chain Financing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1251,Healthcare,Payment Processing,Cloud Services,100M-500M,500-1000
ORG_US_1252,Healthcare,Investment Funds,Ethical Sourcing,50M-100M,500-1000
ORG_US_1253,Finance,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1254,Education,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_1255,Retail,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1256,Education,Supply Chain Financing,Employee Benefits,50M-100M,500-1000
ORG_US_1257,Healthcare,Investment Funds,Ethical Sourcing,500M-1B,500-1000
ORG_US_1258,Retail,Investment Funds,Cloud Services,100M-500M,500-1000
ORG_US_1259,Education,Business Loans,Cloud Services,500M-1B,500-1000
ORG_US_1260,Manufacturing,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1261,IT Services,Investment Funds,Cloud Services,10M-50M,1000-5000
ORG_US_1262,IT Services,Business Loans,Digital Payments,500M-1B,100-500
ORG_US_1263,IT Services,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_1264,IT Services,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1265,Manufacturing,Supply Chain Financing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1266,Education,Investment Funds,Cloud Services,50M-100M,500-1000
ORG_US_1267,IT Services,Supply Chain Financing,Digital Payments,500M-1B,1000-5000
ORG_US_1268,IT Services,Payment Processing,Employee Benefits,50M-100M,100-500
ORG_US_1269,Healthcare,Investment Funds,Digital Payments,500M-1B,1000-5000
ORG_US_1270,Healthcare,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1271,Finance,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1272,Education,Business Loans,Ethical Sourcing,500M-1B,100-500
ORG_US_1273,Finance,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_1274,Real Estate,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1275,Healthcare,Supply Chain Financing,Cloud Services,50M-100M,500-1000
ORG_US_1276,Finance,Business Loans,Ethical Sourcing,50M-100M,500-1000
ORG_US_1277,Education,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_1278,Healthcare,Supply Chain Financing,Digital Payments,10M-50M,500-1000
ORG_US_1279,IT Services,Investment Funds,Cloud Services,50M-100M,100-500
ORG_US_1280,Retail,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1281,Real Estate,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_1282,Education,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_1283,Retail,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_1284,Finance,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_1285,Manufacturing,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1286,Manufacturing,Business Loans,Cloud Services,10M-50M,100-500
ORG_US_1287,Real Estate,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1288,Healthcare,Supply Chain Financing,Cloud Services,50M-100M,100-500
ORG_US_1289,IT Services,Supply Chain Financing,Digital Payments,500M-1B,1000-5000
ORG_US_1290,Finance,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_1291,Finance,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_1292,Manufacturing,Investment Funds,Cloud Services,10M-50M,100-500
ORG_US_1293,Real Estate,Investment Funds,Cloud Services,10M-50M,100-500
ORG_US_1294,Healthcare,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1295,Healthcare,Supply Chain Financing,Cloud Services,50M-100M,100-500
ORG_US_1296,Healthcare,Investment Funds,Employee Benefits,10M-50M,1000-5000
ORG_US_1297,Healthcare,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1298,Retail,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1299,Education,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_1300,Finance,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1301,Healthcare,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1302,Education,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1303,Finance,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1304,Manufacturing,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_1305,IT Services,Investment Funds,Employee Benefits,500M-1B,100-500
ORG_US_1306,Healthcare,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1307,Real Estate,Supply Chain Financing,Digital Payments,100M-500M,100-500
ORG_US_1308,Manufacturing,Investment Funds,Digital Payments,50M-100M,100-500
ORG_US_1309,Real Estate,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1310,IT Services,Business Loans,Employee Benefits,500M-1B,100-500
ORG_US_1311,Manufacturing,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_1312,Retail,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_1313,Education,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1314,Real Estate,Investment Funds,Cloud Services,500M-1B,1000-5000
ORG_US_1315,Manufacturing,Supply Chain Financing,Digital Payments,50M-100M,100-500
ORG_US_1316,Real Estate,Supply Chain Financing,Employee Benefits,10M-50M,100-500
ORG_US_1317,Real Estate,Investment Funds,Employee Benefits,50M-100M,500-1000
ORG_US_1318,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1319,Healthcare,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1320,Real Estate,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_1321,Retail,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_1322,Finance,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1323,Healthcare,Supply Chain Financing,Cloud Services,500M-1B,1000-5000
ORG_US_1324,Real Estate,Supply Chain Financing,Cloud Services,500M-1B,500-1000
ORG_US_1325,IT Services,Investment Funds,Cloud Services,50M-100M,1000-5000
ORG_US_1326,IT Services,Supply Chain Financing,Digital Payments,50M-100M,500-1000
ORG_US_1327,Retail,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_1328,Real Estate,Business Loans,Digital Payments,10M-50M,500-1000
ORG_US_1329,IT Services,Supply Chain Financing,Ethical Sourcing,500M-1B,100-500
ORG_US_1330,Education,Supply Chain Financing,Employee Benefits,10M-50M,100-500
ORG_US_1331,Manufacturing,Investment Funds,Cloud Services,10M-50M,1000-5000
ORG_US_1332,Healthcare,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1333,Retail,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_1334,Retail,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1335,Healthcare,Supply Chain Financing,Digital Payments,10M-50M,500-1000
ORG_US_1336,Real Estate,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_1337,IT Services,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1338,Manufacturing,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1339,Education,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1340,Retail,Business Loans,Employee Benefits,50M-100M,100-500
ORG_US_1341,IT Services,Payment Processing,Digital Payments,500M-1B,100-500
ORG_US_1342,Real Estate,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1343,Manufacturing,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1344,Education,Investment Funds,Cloud Services,10M-50M,500-1000
ORG_US_1345,Retail,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1346,Real Estate,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_1347,Real Estate,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_1348,Finance,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1349,IT Services,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1350,Education,Payment Processing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1351,Healthcare,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1352,Real Estate,Business Loans,Digital Payments,500M-1B,100-500
ORG_US_1353,Manufacturing,Business Loans,Digital Payments,10M-50M,500-1000
ORG_US_1354,Retail,Payment Processing,Employee Benefits,10M-50M,500-1000
ORG_US_1355,Retail,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1356,Healthcare,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1357,IT Services,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_1358,Education,Payment Processing,Cloud Services,100M-500M,500-1000
ORG_US_1359,Real Estate,Business Loans,Cloud Services,500M-1B,500-1000
ORG_US_1360,Education,Investment Funds,Digital Payments,500M-1B,1000-5000
ORG_US_1361,Healthcare,Payment Processing,Digital Payments,100M-500M,100-500
ORG_US_1362,IT Services,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1363,Retail,Supply Chain Financing,Cloud Services,10M-50M,1000-5000
ORG_US_1364,Education,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_1365,IT Services,Investment Funds,Employee Benefits,100M-500M,500-1000
ORG_US_1366,Education,Investment Funds,Digital Payments,10M-50M,100-500
ORG_US_1367,IT Services,Payment Processing,Ethical Sourcing,50M-100M,100-500
ORG_US_1368,Manufacturing,Payment Processing,Digital Payments,100M-500M,100-500
ORG_US_1369,Real Estate,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_1370,Retail,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1371,Finance,Supply Chain Financing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1372,Retail,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1373,IT Services,Investment Funds,Employee Benefits,10M-50M,500-1000
ORG_US_1374,Education,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_1375,Manufacturing,Supply Chain Financing,Cloud Services,10M-50M,100-500
ORG_US_1376,Healthcare,Payment Processing,Digital Payments,10M-50M,1000-5000
ORG_US_1377,Retail,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1378,Healthcare,Investment Funds,Digital Payments,50M-100M,1000-5000
ORG_US_1379,Real Estate,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1380,Manufacturing,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1381,Retail,Supply Chain Financing,Cloud Services,10M-50M,100-500
ORG_US_1382,Finance,Business Loans,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1383,Finance,Investment Funds,Employee Benefits,500M-1B,100-500
ORG_US_1384,IT Services,Payment Processing,Cloud Services,100M-500M,100-500
ORG_US_1385,Manufacturing,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_1386,Manufacturing,Payment Processing,Employee Benefits,50M-100M,500-1000
ORG_US_1387,Manufacturing,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1388,Healthcare,Investment Funds,Employee Benefits,10M-50M,1000-5000
ORG_US_1389,Retail,Business Loans,Employee Benefits,50M-100M,100-500
ORG_US_1390,Retail,Business Loans,Digital Payments,500M-1B,100-500
ORG_US_1391,Manufacturing,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1392,Manufacturing,Investment Funds,Employee Benefits,50M-100M,500-1000
ORG_US_1393,Finance,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_1394,IT Services,Business Loans,Ethical Sourcing,10M-50M,100-500
ORG_US_1395,Manufacturing,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_1396,IT Services,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1397,Real Estate,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1398,Finance,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_1399,Manufacturing,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_1400,Education,Supply Chain Financing,Employee Benefits,50M-100M,500-1000
